danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_hit
0.606,0.74,8.0,-5.401,1.0,0.056,0.131,0.0,0.0797,0.485,132.582,204413.0,0
0.366,0.26,1.0,-10.349,1.0,0.0343,0.843,3.18e-05,0.114,0.0984,103.383,168693.0,0
0.634,0.988,4.0,-0.201,1.0,0.043,0.0469,0.000684,0.495,0.91,128.022,242826.0,1
0.712,0.541,2.0,-8.79,1.0,0.24,0.113,5.13e-06,0.101,0.487,119.413,232667.0,0
0.711,0.53,0.0,-8.346,0.0,0.0308,0.327,0.0,0.14,0.683,129.999,292960.0,0
0.732,0.277,8.0,-17.807,1.0,0.111,0.859,0.000104,0.145,0.598,130.467,224227.0,0
0.711,0.396,0.0,-11.266,1.0,0.0486,0.829,3e-05,0.119,0.969,199.955,147780.0,1
0.677,0.897,7.0,-5.693,1.0,0.239,0.269,0.413,0.0521,0.515,165.051,228258.0,0
0.802,0.615,1.0,-6.611,1.0,0.051,0.459,0.907,0.0865,0.388,125.0,180320.0,0
0.553,0.337,10.0,-10.334,1.0,0.0303,0.818,0.0,0.113,0.664,102.213,84986.0,0
0.739,0.934,9.0,-6.494,0.0,0.0609,0.00102,0.8,0.0882,0.423,125.003,387004.0,0
0.682,0.825,11.0,-4.459,0.0,0.308,0.0231,0.0,0.143,0.829,108.192,157777.0,0
0.466,0.6,5.0,-5.088,1.0,0.0369,0.596,0.0,0.238,0.787,163.524,172960.0,0
0.552,0.873,0.0,-6.065,1.0,0.0464,0.00137,0.000273,0.0966,0.62,125.059,227240.0,0
0.564,0.268,8.0,-22.206,1.0,0.029,0.864,0.792,0.311,0.535,104.971,155536.0,0
0.628,0.616,0.0,-7.404,1.0,0.0526,0.365,0.0,0.575,0.596,81.275,270564.0,0
0.512,0.796,1.0,-4.075,1.0,0.0645,0.00147,0.000209,0.0938,0.344,171.014,201573.0,0
0.744,0.771,7.0,-8.055,0.0,0.0719,0.0273,0.0,0.108,0.678,127.973,204733.0,0
0.443,0.284,9.0,-11.142,1.0,0.0372,0.546,0.00188,0.0896,0.168,79.174,348700.0,0
0.38,0.0925,7.0,-11.26,1.0,0.0469,0.888,1.78e-05,0.102,0.136,84.81,93693.0,0
0.551,0.874,11.0,-4.559,0.0,0.0496,0.0427,0.00129,0.396,0.421,125.985,227115.0,0
0.664,0.698,6.0,-6.355,1.0,0.0427,0.275,6.73e-06,0.096,0.727,96.024,285720.0,0
0.803,0.811,0.0,-11.01,1.0,0.0874,0.0617,0.0,0.0656,0.933,139.991,262040.0,0
0.295,0.997,2.0,-3.62,1.0,0.154,0.000324,0.000268,0.396,0.0785,178.129,334354.0,0
0.868,0.407,1.0,-15.826,1.0,0.246,0.0108,0.0,0.288,0.928,133.178,256867.0,0
0.681,0.658,8.0,-8.856,1.0,0.0444,0.633,0.00261,0.16,0.585,144.857,305333.0,0
0.607,0.913,6.0,-3.869,1.0,0.318,0.189,0.332,0.0569,0.464,75.045,252994.0,0
0.44,0.615,1.0,-6.77,1.0,0.0882,0.721,0.0,0.427,0.801,70.651,152351.0,0
0.741,0.648,7.0,-6.794,1.0,0.0338,0.0417,0.0,0.095,0.275,107.026,149362.0,0
0.834,0.654,10.0,-7.081,0.0,0.0569,0.0546,2.69e-05,0.238,0.674,103.003,333240.0,0
0.68,0.78,0.0,-5.851,0.0,0.0336,0.517,1.7e-06,0.136,0.776,141.96,305481.0,0
0.711,0.702,8.0,-5.817,0.0,0.073,0.0194,0.0,0.119,0.636,99.994,191038.0,0
0.865,0.547,1.0,-7.947,0.0,0.0617,0.0197,0.621,0.111,0.49,123.991,326444.0,0
0.225,0.143,5.0,-15.831,1.0,0.0337,0.948,0.832,0.0964,0.0627,80.258,120720.0,0
0.634,0.438,2.0,-12.021,1.0,0.0619,0.238,0.867,0.117,0.0379,150.01,91000.0,0
0.489,0.714,5.0,-5.022,1.0,0.04,0.117,0.0,0.314,0.485,149.877,49160.0,0
0.432,0.871,9.0,-5.491,0.0,0.0726,0.000537,0.00235,0.499,0.102,108.197,200026.0,0
0.602,0.505,1.0,-8.197,0.0,0.0577,0.112,0.0,0.155,0.457,67.129,260256.0,0
0.58,0.768,9.0,-9.955,1.0,0.0337,0.166,0.0051,0.503,0.709,119.455,252706.0,0
0.346,0.906,0.0,-4.311,1.0,0.0622,0.0708,7.05e-06,0.12,0.553,116.529,133255.0,0
0.795,0.565,3.0,-4.457,0.0,0.0948,0.131,0.0,0.0802,0.55,87.925,172342.0,0
0.807,0.396,11.0,-7.415,1.0,0.0545,0.855,0.0,0.0805,0.7,91.159,189486.0,0
0.807,0.497,7.0,-10.656,1.0,0.0297,0.307,0.0327,0.043,0.765,114.524,141506.0,1
0.402,0.981,9.0,-2.214,1.0,0.0764,0.0541,0.201,0.243,0.307,180.07,275052.0,0
0.573,0.573,11.0,-9.717,0.0,0.107,0.0674,0.0,0.0676,0.546,94.929,196105.0,0
0.621,0.31,9.0,-10.164,0.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707.0,1
0.523,0.687,7.0,-5.601,1.0,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480.0,1
0.837,0.56,2.0,-6.238,1.0,0.03,0.419,4.94e-05,0.111,0.603,105.964,231466.0,0
0.729,0.546,7.0,-9.305,1.0,0.0285,0.547,0.00287,0.0651,0.406,119.941,212626.0,1
0.538,0.323,7.0,-13.266,1.0,0.0456,0.13,0.245,0.1,0.312,121.365,194133.0,0
0.629,0.997,5.0,-1.975,1.0,0.0732,0.0203,0.0,0.688,0.691,133.995,193733.0,0
0.634,0.874,1.0,-3.463,1.0,0.0398,0.0252,0.0,0.091,0.232,130.024,219948.0,0
0.306,0.796,8.0,-9.177,0.0,0.0556,0.000758,0.773,0.0642,0.33,135.022,558811.0,0
0.73,0.669,9.0,-14.383,0.0,0.045,0.0634,0.865,0.109,0.534,125.019,66739.0,0
0.254,0.376,4.0,-9.27,0.0,0.0362,0.87,1.39e-05,0.365,0.227,183.895,184865.0,0
0.625,0.528,6.0,-11.662,1.0,0.281,0.443,0.0,0.34,0.726,139.16,1552733.0,0
0.262,0.458,0.0,-9.12,0.0,0.0417,0.755,0.0,0.1,0.178,175.735,417267.0,0
0.623,0.585,0.0,-7.895,1.0,0.124,0.0628,0.000155,0.119,0.538,158.273,174947.0,1
0.716,0.588,4.0,-9.947,0.0,0.0587,0.811,2.27e-06,0.227,0.842,139.075,307801.0,0
0.523,0.361,10.0,-10.718,1.0,0.0238,0.684,0.000348,0.0671,0.38,101.887,278213.0,1
0.701,0.789,6.0,-3.797,0.0,0.0748,0.00417,0.0,0.0783,0.62,143.032,163427.0,0
0.629,0.763,0.0,-4.279,0.0,0.0453,0.244,0.0,0.312,0.809,93.023,214191.0,0
0.479,0.976,1.0,-3.143,1.0,0.595,0.892,0.0,0.756,0.391,126.727,232899.0,0
0.748,0.759,9.0,-7.226,0.0,0.0603,0.265,4.43e-06,0.16,0.595,102.015,209119.0,0
0.157,0.233,6.0,-15.128,0.0,0.0322,0.84,0.963,0.119,0.159,133.598,142193.0,0
0.638,0.866,10.0,-4.519,1.0,0.0347,0.061,0.0,0.0564,0.771,95.006,203933.0,0
0.431,0.813,5.0,-6.939,0.0,0.232,0.2,0.0,0.115,0.267,95.026,283040.0,0
0.528,0.844,10.0,-10.246,0.0,0.0395,0.232,0.857,0.0795,0.142,124.075,305173.0,0
0.763,0.233,4.0,-15.471,0.0,0.132,0.743,0.86,0.0991,0.296,169.944,90375.0,0
0.55,0.476,1.0,-8.46,1.0,0.027,0.285,3.86e-06,0.19,0.272,124.105,295576.0,0
0.63,0.167,4.0,-19.827,1.0,0.871,0.69,0.0,0.142,0.413,168.193,190224.0,0
0.442,0.412,10.0,-10.675,1.0,0.0377,0.781,0.0237,0.15,0.235,176.019,246136.0,1
0.89,0.634,4.0,-8.35,0.0,0.107,0.547,0.842,0.109,0.174,115.014,167109.0,0
0.653,0.897,8.0,-5.694,0.0,0.0559,0.343,0.87,0.11,0.613,114.979,150271.0,0
0.625,0.856,1.0,-9.573,1.0,0.0458,0.00519,0.00103,0.358,0.845,106.064,252840.0,0
0.213,0.41,2.0,-12.865,1.0,0.0413,0.633,0.884,0.0618,0.0457,80.913,363107.0,0
0.685,0.15,2.0,-20.543,1.0,0.039,0.797,0.0461,0.1,0.125,124.956,379520.0,1
0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,181026.0,1
0.557,0.963,7.0,-3.015,1.0,0.0544,0.0142,1.69e-05,0.192,0.437,139.986,240680.0,0
0.678,0.0112,1.0,-22.779,1.0,0.0466,0.989,0.953,0.0754,0.156,67.91,176809.0,0
0.8,0.64,8.0,-4.493,1.0,0.0597,0.436,4.91e-05,0.634,0.493,90.009,202667.0,0
0.771,0.693,6.0,-7.514,0.0,0.349,0.189,0.0,0.0809,0.45,188.101,188499.0,0
0.765,0.517,5.0,-8.977,0.0,0.0591,0.00171,0.00103,0.0917,0.292,150.023,211644.0,0
0.105,0.954,1.0,-5.48,1.0,0.111,8.01e-06,0.000696,0.0874,0.0934,83.173,218409.0,0
0.484,0.891,7.0,-4.262,1.0,0.0525,0.0153,0.0137,0.146,0.233,149.987,190500.0,0
0.184,0.161,7.0,-23.529,0.0,0.0397,0.815,0.944,0.558,0.0326,69.632,266773.0,0
0.74,0.578,2.0,-8.206,0.0,0.172,0.43,0.0,0.124,0.51,141.183,163404.0,0
0.151,0.0497,2.0,-34.883,0.0,0.0479,0.779,0.956,0.0826,0.0268,102.689,119800.0,0
0.582,0.966,9.0,-3.635,0.0,0.0396,4.9e-06,0.921,0.0837,0.117,126.03,205828.0,0
0.293,0.599,4.0,-9.41,1.0,0.0313,0.019,0.913,0.366,0.0978,85.056,94187.0,0
0.857,0.561,9.0,-7.288,1.0,0.0292,0.438,0.0,0.0831,0.76,99.989,272576.0,0
0.538,0.933,4.0,-2.716,1.0,0.0437,0.0751,3.14e-05,0.277,0.934,159.955,212800.0,0
0.299,0.504,0.0,-9.085,1.0,0.0413,0.747,0.000128,0.92,0.239,133.832,290333.0,0
0.888,0.536,9.0,-11.887,1.0,0.322,0.0919,0.0,0.0835,0.728,98.052,157182.0,0
0.66,0.981,5.0,-1.369,0.0,0.0615,0.0195,5.78e-05,0.356,0.123,95.066,166736.0,0
0.672,0.718,11.0,-8.597,0.0,0.0345,0.0011,0.756,0.212,0.919,142.027,249772.0,0
0.754,0.442,6.0,-8.801,1.0,0.0481,0.0078,1.9e-05,0.106,0.33,110.028,185606.0,1
0.595,0.43,9.0,-9.783,0.0,0.0317,0.804,0.0,0.166,0.643,144.132,320104.0,0
0.583,0.86,8.0,-4.347,1.0,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,221533.0,0
0.858,0.884,0.0,-4.793,1.0,0.164,0.0209,0.864,0.71,0.411,126.016,291840.0,0
0.61,0.842,6.0,-5.108,1.0,0.0323,0.0117,0.131,0.144,0.278,125.05,190080.0,0
0.767,0.593,7.0,-7.903,1.0,0.198,0.256,0.0,0.109,0.23,142.972,174707.0,1
0.548,0.928,9.0,-7.407,1.0,0.0486,0.026,0.0,0.444,0.677,136.151,199506.0,0
0.283,0.613,5.0,-7.702,1.0,0.0581,0.471,0.0,0.104,0.386,78.154,368107.0,0
0.681,0.564,7.0,-6.692,1.0,0.0448,0.42,0.0,0.098,0.42,88.951,189657.0,0
0.652,0.78,0.0,-8.433,1.0,0.0507,0.0195,0.0334,0.186,0.656,112.68,251493.0,0
0.23,0.96,4.0,-7.282,0.0,0.082,0.00265,0.000838,0.924,0.404,139.579,214479.0,0
0.465,0.837,7.0,-5.922,1.0,0.0496,0.28,0.0,0.22,0.527,118.767,277860.0,0
0.671,0.374,8.0,-8.906,1.0,0.0381,0.799,0.000405,0.155,0.841,143.975,228387.0,0
0.756,0.641,10.0,-11.611,0.0,0.0865,0.163,0.686,0.251,0.796,113.047,620032.0,0
0.268,0.211,6.0,-22.961,1.0,0.042,0.831,0.8,0.482,0.0608,119.618,882217.0,0
0.499,0.61,1.0,-4.48,1.0,0.031,0.606,1.81e-05,0.0693,0.299,155.212,185000.0,0
0.558,0.743,0.0,-7.833,0.0,0.0565,0.0216,0.000545,0.134,0.201,127.846,224816.0,0
0.507,0.728,11.0,-4.874,0.0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,259026.0,1
0.659,0.558,2.0,-5.149,0.0,0.0297,0.543,0.0,0.0999,0.481,124.464,247787.0,0
0.608,0.945,11.0,-8.338,0.0,0.0329,0.0441,0.561,0.396,0.78,144.004,194000.0,0
0.368,0.64,8.0,-8.24,1.0,0.0488,0.392,0.0,0.166,0.542,168.027,213200.0,0
0.695,0.522,8.0,-7.271,1.0,0.321,0.192,9.94e-05,0.0816,0.327,134.979,154066.0,1
0.602,0.288,0.0,-12.146,0.0,0.0893,0.776,6.15e-05,0.271,0.546,144.905,210417.0,0
0.437,0.878,0.0,-4.687,1.0,0.0452,0.0112,0.0,0.126,0.623,128.043,187355.0,0
0.448,0.932,7.0,-4.424,1.0,0.0976,0.0174,0.0,0.347,0.709,187.813,202613.0,0
0.118,0.0211,1.0,-30.199,1.0,0.046,0.92,0.979,0.109,0.0568,75.391,73900.0,0
0.702,0.899,6.0,-4.331,1.0,0.279,0.133,0.0,0.0549,0.858,155.966,267337.0,0
0.507,0.99,1.0,-2.007,0.0,0.145,0.00337,0.0,0.587,0.245,135.033,287680.0,0
0.619,0.531,4.0,-5.533,0.0,0.0292,0.197,7.35e-05,0.072,0.537,81.967,237896.0,0
0.808,0.673,1.0,-6.115,1.0,0.0649,0.00449,0.273,0.12,0.212,128.001,315587.0,0
0.613,0.754,5.0,-6.051,0.0,0.0348,0.00612,0.0,0.129,0.703,110.017,165033.0,0
0.708,0.393,11.0,-11.723,0.0,0.0401,0.771,0.902,0.157,0.225,122.033,169469.0,0
0.888,0.644,9.0,-7.016,0.0,0.238,0.163,2.22e-05,0.0973,0.646,126.946,303492.0,0
0.519,0.838,4.0,-2.145,0.0,0.314,0.0427,0.0,0.238,0.408,169.482,262008.0,0
0.286,0.977,3.0,-9.339,0.0,0.115,4.3e-05,0.924,0.366,0.0895,112.144,109133.0,0
0.368,0.823,2.0,-6.245,1.0,0.0804,0.00234,1.91e-06,0.174,0.323,128.004,195467.0,0
0.564,0.268,6.0,-9.572,0.0,0.0463,0.839,0.0,0.188,0.795,124.91,271926.0,0
0.625,0.783,7.0,-5.431,1.0,0.0387,0.615,0.0,0.0727,0.935,92.543,168133.0,0
0.806,0.405,6.0,-17.296,0.0,0.0968,0.375,0.917,0.0789,0.155,125.02,430001.0,0
0.79,0.875,7.0,-5.985,1.0,0.0604,0.00248,0.623,0.127,0.597,119.04,429471.0,0
0.766,0.936,7.0,-3.418,1.0,0.212,0.443,0.0,0.248,0.611,97.983,270464.0,0
0.846,0.884,6.0,-8.752,1.0,0.0639,0.00138,0.59,0.161,0.831,123.036,302640.0,0
0.899,0.8,4.0,-5.557,0.0,0.0441,0.0488,0.268,0.0594,0.903,106.035,255061.0,0
0.505,0.384,3.0,-7.413,1.0,0.0273,0.213,0.0,0.0681,0.423,100.574,437533.0,0
0.641,0.893,1.0,-5.14,1.0,0.164,0.00705,1.93e-05,0.111,0.236,150.047,252800.0,0
0.709,0.896,7.0,-2.175,1.0,0.127,0.0996,0.0,0.0587,0.626,87.96,241072.0,1
0.816,0.59,2.0,-5.961,0.0,0.121,0.0854,0.0,0.108,0.612,100.137,222961.0,1
0.654,0.427,10.0,-10.547,1.0,0.0302,0.516,1.43e-05,0.0843,0.555,103.965,458987.0,0
0.771,0.456,10.0,-11.036,0.0,0.439,0.122,0.0,0.136,0.607,148.062,156653.0,0
0.684,0.875,6.0,-5.302,1.0,0.0845,0.0101,1.96e-06,0.287,0.827,96.951,168000.0,0
0.497,0.0971,2.0,-22.185,1.0,0.0293,0.56,0.943,0.112,0.0383,102.033,183798.0,0
0.606,0.372,7.0,-12.949,1.0,0.0718,0.42,0.0,0.0432,0.662,145.06,138200.0,0
0.487,0.655,10.0,-15.495,0.0,0.913,0.81,0.0,0.761,0.387,95.697,118233.0,0
0.797,0.605,7.0,-4.289,1.0,0.094,0.0609,0.00466,0.144,0.381,134.902,224613.0,0
0.657,0.317,8.0,-11.466,1.0,0.0383,0.673,0.0,0.567,0.745,145.752,366472.0,0
0.794,0.419,1.0,-9.057,1.0,0.394,0.598,2.27e-06,0.106,0.59,90.009,170667.0,0
0.714,0.6,11.0,-7.855,1.0,0.109,0.222,0.0,0.313,0.569,127.502,271765.0,0
0.458,0.655,4.0,-6.856,0.0,0.0318,0.516,0.0,0.203,0.38,80.174,195186.0,0
0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,178946.0,0
0.375,0.221,6.0,-15.318,0.0,0.0591,0.759,0.829,0.108,0.286,174.365,146688.0,0
0.296,0.308,7.0,-10.365,1.0,0.0301,0.532,0.0,0.123,0.331,149.956,240733.0,0
0.435,0.674,3.0,-12.246,1.0,0.0523,0.71,0.0143,0.353,0.745,130.904,839306.0,0
0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,147840.0,1
0.828,0.487,10.0,-7.946,1.0,0.0901,0.439,0.0,0.333,0.683,115.975,313813.0,0
0.773,0.823,11.0,-2.956,0.0,0.0782,0.0409,1.24e-05,0.156,0.569,99.993,344800.0,0
0.577,0.902,8.0,-4.89,0.0,0.0867,0.00778,1.32e-05,0.236,0.59,125.06,203520.0,0
0.648,0.357,0.0,-8.105,1.0,0.0399,0.597,0.835,0.169,0.528,83.084,145219.0,0
0.476,0.96,8.0,-3.933,1.0,0.0936,0.00552,0.0,0.203,0.407,111.876,206066.0,0
0.142,0.261,6.0,-10.312,1.0,0.035,0.994,0.781,0.29,0.12,63.399,218722.0,0
0.679,0.898,9.0,-4.126,0.0,0.46,0.242,0.0,0.188,0.593,164.054,296269.0,0
0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,185680.0,0
0.82,0.751,0.0,-7.336,1.0,0.0975,0.212,0.000386,0.107,0.601,124.979,131495.0,1
0.72,0.243,11.0,-12.47,0.0,0.0352,0.95,0.000618,0.107,0.33,136.009,197694.0,0
0.401,0.995,6.0,-2.831,0.0,0.118,3.68e-05,0.00128,0.176,0.112,116.444,328200.0,1
0.363,0.0113,9.0,-32.983,0.0,0.0515,0.985,0.648,0.0682,0.267,64.393,35037.0,0
0.53,0.438,3.0,-7.564,1.0,0.0372,0.811,0.0,0.212,0.694,117.148,136906.0,0
0.606,0.735,11.0,-4.676,0.0,0.0349,0.0738,0.0,0.243,0.604,81.997,161004.0,0
0.535,0.522,2.0,-7.87,1.0,0.0363,0.131,0.0,0.438,0.305,77.054,211013.0,0
0.459,0.814,6.0,-4.874,0.0,0.247,0.000508,0.0,0.401,0.623,134.079,186818.0,0
0.685,0.295,4.0,-12.472,1.0,0.0284,0.909,0.917,0.179,0.0878,103.984,170769.0,1
0.891,0.793,6.0,-4.443,0.0,0.0654,0.548,0.0779,0.155,0.723,112.008,222857.0,0
0.442,0.585,6.0,-6.012,1.0,0.0305,0.606,5.85e-05,0.185,0.233,118.736,385720.0,0
0.263,0.152,5.0,-18.721,1.0,0.036,0.957,0.00026,0.0896,0.136,85.462,135173.0,0
0.446,0.728,5.0,-7.137,0.0,0.124,0.0914,0.000156,0.0599,0.407,93.686,318511.0,0
0.712,0.818,9.0,-9.885,0.0,0.12,0.553,4.76e-06,0.112,0.527,143.975,187036.0,0
0.599,0.697,9.0,-6.526,1.0,0.0241,0.112,0.0,0.13,0.426,84.01,286267.0,0
0.0612,0.22,0.0,-18.505,1.0,0.0361,0.812,0.951,0.116,0.033,66.413,212117.0,0
0.359,0.56,2.0,-6.662,1.0,0.0275,0.139,0.00167,0.112,0.239,100.042,175824.0,0
0.786,0.808,7.0,-3.702,1.0,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714.0,1
0.724,0.748,7.0,-9.04,1.0,0.0943,0.121,0.0,0.0658,0.683,125.331,268693.0,0
0.0846,0.0296,0.0,-27.324,1.0,0.0389,0.572,0.691,0.125,0.0383,70.873,160093.0,0
0.553,0.476,0.0,-9.943,0.0,0.253,0.519,4.28e-05,0.074,0.604,85.956,223260.0,0
0.769,0.599,7.0,-5.538,1.0,0.0274,0.0797,0.0,0.197,0.79,129.995,206080.0,0
0.779,0.918,10.0,-2.498,0.0,0.0498,0.0536,5.02e-06,0.123,0.726,133.571,186493.0,0
0.599,0.536,1.0,-9.528,1.0,0.112,0.418,0.0,0.231,0.671,105.16,150000.0,0
0.735,0.795,11.0,-6.523,0.0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918.0,0
0.333,0.681,1.0,-7.894,1.0,0.0694,0.376,7.91e-06,0.157,0.43,76.551,438517.0,0
0.822,0.741,11.0,-7.021,0.0,0.143,0.411,0.00139,0.333,0.842,133.008,250151.0,0
0.589,0.968,0.0,-1.931,1.0,0.13,0.211,0.0,0.314,0.766,91.997,197920.0,0
0.69,0.729,9.0,-4.98,1.0,0.266,0.321,0.0,0.074,0.713,119.409,189333.0,0
0.914,0.536,4.0,-5.898,1.0,0.232,0.141,0.0,0.0801,0.636,94.033,186383.0,0
0.666,0.738,6.0,-4.52,0.0,0.121,0.407,0.0,0.178,0.647,159.967,192547.0,0
0.504,0.308,1.0,-8.062,0.0,0.0739,0.978,3.73e-05,0.264,0.582,60.048,170533.0,0
0.576,0.924,0.0,-6.536,1.0,0.0498,0.127,4.36e-05,0.379,0.461,126.037,237142.0,1
0.584,0.278,4.0,-13.626,0.0,0.0292,0.731,0.00289,0.132,0.366,72.028,229610.0,0
0.667,0.723,6.0,-4.998,0.0,0.135,0.187,6.64e-06,0.556,0.962,189.918,57946.0,0
0.371,0.955,5.0,-6.344,1.0,0.0858,0.00703,0.0,0.0697,0.718,97.768,144240.0,0
0.799,0.638,1.0,-15.963,1.0,0.0583,5.67e-05,0.922,0.0638,0.627,127.862,293680.0,0
0.116,0.256,2.0,-18.274,1.0,0.0455,0.257,0.931,0.226,0.033,80.734,547852.0,0
0.503,0.74,4.0,-5.128,1.0,0.0472,0.577,1.39e-06,0.0712,0.457,88.332,207029.0,0
0.803,0.703,0.0,-8.517,0.0,0.285,0.806,5.37e-06,0.195,0.937,73.791,263653.0,0
0.578,0.863,9.0,-4.285,1.0,0.0313,0.102,2.23e-06,0.154,0.383,122.985,196515.0,0
0.162,0.0614,0.0,-28.258,1.0,0.0464,0.776,0.865,0.151,0.0329,147.868,52466.0,0
0.615,0.28,0.0,-8.648,1.0,0.0433,0.932,0.0,0.0877,0.387,72.797,213827.0,0
0.914,0.754,7.0,-10.307,1.0,0.0918,0.0627,0.00113,0.102,0.585,117.99,307493.0,0
0.627,0.618,2.0,-8.529,1.0,0.0437,0.0558,0.0,0.351,0.848,82.03,197443.0,0
0.579,0.398,7.0,-11.502,1.0,0.0362,0.48,0.000261,0.14,0.189,87.903,315379.0,0
0.132,0.248,7.0,-29.705,0.0,0.0407,0.864,0.911,0.154,0.0559,99.612,348061.0,0
0.728,0.602,7.0,-7.742,0.0,0.134,0.0763,0.0315,0.367,0.568,77.01,222173.0,1
0.656,0.581,5.0,-8.817,1.0,0.166,0.00823,0.0,0.0716,0.732,79.92,246186.0,0
0.536,0.296,5.0,-7.451,1.0,0.0346,0.892,0.0,0.0873,0.151,122.907,240906.0,1
0.584,0.933,7.0,-3.924,1.0,0.118,0.000586,0.746,0.26,0.174,106.228,46534.0,0
0.576,0.498,4.0,-10.775,0.0,0.0542,0.492,8.86e-06,0.973,0.788,172.187,202371.0,0
0.663,0.829,11.0,-3.222,1.0,0.0458,0.477,0.0,0.157,0.425,115.07,214437.0,0
0.789,0.86,4.0,-3.815,0.0,0.125,0.225,0.206,0.262,0.347,120.059,167015.0,1
0.37,0.909,10.0,-5.688,1.0,0.0907,0.252,0.0,0.133,0.706,117.51,471013.0,0
0.311,0.329,2.0,-15.955,1.0,0.0493,0.146,0.886,0.111,0.0352,111.916,395720.0,0
0.581,0.725,9.0,-4.884,0.0,0.0248,0.113,0.0,0.66,0.44,82.5,241093.0,0
0.679,0.733,1.0,-7.432,1.0,0.0446,0.378,0.0,0.486,0.964,103.946,131568.0,0
0.668,0.575,9.0,-6.34,1.0,0.0338,0.863,0.0,0.104,0.619,134.037,209533.0,1
0.721,0.794,11.0,-7.513,0.0,0.0416,0.0111,0.000483,0.44,0.728,135.055,243556.0,0
0.554,0.418,0.0,-12.004,1.0,0.298,0.475,0.689,0.11,0.171,84.001,189250.0,1
0.538,0.811,5.0,-3.877,1.0,0.0386,0.00251,0.0,0.197,0.127,116.023,279520.0,0
0.488,0.498,0.0,-8.24,1.0,0.0479,0.131,0.0,0.0929,0.198,87.419,191307.0,0
0.521,0.487,6.0,-7.525,0.0,0.0299,0.253,0.0,0.0579,0.483,117.072,173040.0,1
0.656,0.579,2.0,-14.273,0.0,0.0351,0.247,6.4e-05,0.0313,0.798,156.714,238400.0,0
0.238,0.358,0.0,-10.821,0.0,0.0382,0.708,0.881,0.0937,0.128,107.826,129120.0,0
0.638,0.962,7.0,-8.468,1.0,0.0541,0.00223,0.716,0.309,0.562,119.081,400733.0,0
0.486,0.282,7.0,-13.991,1.0,0.0634,0.604,0.19,0.281,0.879,120.695,140225.0,0
0.45,0.915,9.0,-3.338,1.0,0.104,0.361,0.001,0.263,0.507,137.645,291000.0,0
0.73,0.712,7.0,-10.675,1.0,0.0394,0.0255,0.378,0.217,0.271,130.001,302987.0,0
0.553,0.127,11.0,-13.067,1.0,0.0336,0.953,0.0,0.104,0.178,118.003,297293.0,1
0.59,0.589,2.0,-4.245,1.0,0.0309,0.00209,0.0,0.0715,0.534,125.092,231599.0,0
0.813,0.453,1.0,-6.941,1.0,0.338,0.0933,0.0,0.14,0.191,161.997,208027.0,1
0.531,0.361,2.0,-8.398,1.0,0.0469,0.845,7.9e-06,0.101,0.466,80.736,135750.0,0
0.696,0.352,7.0,-11.191,0.0,0.027,0.572,0.00151,0.0695,0.366,109.82,410115.0,0
0.649,0.634,7.0,-5.818,1.0,0.145,0.397,0.0,0.111,0.278,162.027,166670.0,0
0.536,0.554,0.0,-6.585,1.0,0.0331,0.412,3.67e-06,0.0991,0.294,169.994,428906.0,0
0.58,0.89,10.0,-5.406,1.0,0.029,0.00915,1.65e-06,0.19,0.758,165.985,347333.0,0
0.839,0.65,4.0,-3.38,0.0,0.212,0.666,0.0,0.126,0.7,90.015,198360.0,0
0.573,0.537,1.0,-9.476,0.0,0.035,0.206,0.0,0.11,0.0637,170.123,124235.0,0
0.333,0.978,6.0,-3.452,1.0,0.18,0.00236,0.000437,0.372,0.267,159.981,280075.0,0
0.772,0.644,10.0,-6.318,0.0,0.265,0.158,4.14e-06,0.366,0.388,82.05,312373.0,1
0.816,0.833,5.0,-5.972,1.0,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164.0,1
0.358,0.349,0.0,-11.896,1.0,0.036,0.871,0.0,0.816,0.198,132.266,271520.0,0
0.5,0.824,4.0,-5.846,0.0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920.0,0
0.48,0.475,4.0,-11.376,0.0,0.0313,0.787,0.419,0.0811,0.0557,139.961,207857.0,0
0.706,0.841,5.0,-12.368,0.0,0.0557,0.13,0.767,0.333,0.824,124.009,218906.0,0
0.332,0.996,7.0,-3.624,1.0,0.259,0.00549,0.0,0.369,0.0394,180.058,293446.0,0
0.685,0.475,0.0,-6.049,0.0,0.0867,0.901,0.0,0.189,0.454,129.981,224400.0,0
0.372,0.91,2.0,-5.559,1.0,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333.0,1
