danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,is_hit
0.829,0.819,0.0,-4.301,1.0,0.155,0.0958,0.0,0.134,0.907,135.003,221560.0,0
0.552,0.431,1.0,-13.926,1.0,0.0352,0.384,0.352,0.237,0.643,84.312,336707.0,0
0.552,0.327,5.0,-21.867,0.0,0.0642,0.205,0.728,0.0982,0.035,90.016,115013.0,0
0.72,0.569,1.0,-10.327,0.0,0.555,0.435,1.36e-05,0.0789,0.105,139.93,118821.0,0
0.413,0.445,1.0,-7.259,0.0,0.025,0.438,0.0,0.111,0.117,95.562,222200.0,0
0.664,0.807,4.0,-4.855,0.0,0.0463,0.0173,2.98e-05,0.0893,0.641,98.017,212893.0,1
0.699,0.443,0.0,-10.318,1.0,0.0595,0.766,5.16e-06,0.109,0.477,120.142,211226.0,0
0.725,0.421,8.0,-12.944,1.0,0.197,0.878,0.000608,0.374,0.868,151.917,293067.0,0
0.751,0.955,11.0,-5.832,0.0,0.111,0.128,0.000782,0.333,0.822,132.037,176619.0,0
0.567,0.67,1.0,-8.929,1.0,0.113,0.157,0.108,0.375,0.349,155.005,364680.0,0
0.512,0.257,2.0,-13.206,0.0,0.0429,0.898,0.818,0.11,0.486,125.931,51250.0,0
0.461,0.465,9.0,-8.957,1.0,0.164,0.793,1.99e-05,0.683,0.859,69.32,310284.0,0
0.573,0.595,2.0,-7.344,1.0,0.3,0.389,0.0,0.242,0.394,160.045,169875.0,0
0.705,0.942,0.0,-4.619,1.0,0.0782,0.00971,0.0,0.105,0.806,132.989,193840.0,0
0.586,0.419,4.0,-10.375,0.0,0.0503,0.296,0.379,0.0911,0.216,123.03,219770.0,0
0.753,0.566,0.0,-6.347,1.0,0.22,0.294,0.0,0.0718,0.574,87.899,132272.0,0
0.474,0.318,1.0,-11.896,0.0,0.114,0.902,0.0,0.0908,0.816,160.938,199187.0,0
0.674,0.806,2.0,-3.253,1.0,0.0715,0.516,0.0,0.58,0.608,135.892,366800.0,0
0.384,0.609,0.0,-3.903,1.0,0.0295,0.281,0.0,0.121,0.341,171.983,265400.0,0
0.665,0.0742,1.0,-19.34,1.0,0.924,0.595,0.0,0.192,0.453,84.404,182358.0,0
0.554,0.51,7.0,-6.398,1.0,0.0528,0.782,0.0,0.129,0.586,71.667,216348.0,0
0.532,0.855,4.0,-3.014,0.0,0.301,0.259,0.0,0.112,0.534,136.902,142000.0,0
0.577,0.621,8.0,-12.073,1.0,0.064,0.175,0.000623,0.339,0.88,135.934,381667.0,0
0.551,0.673,4.0,-6.201,0.0,0.0403,0.149,0.0,0.0987,0.378,122.988,280059.0,0
0.607,0.804,9.0,-5.209,0.0,0.0296,0.00116,0.0,0.159,0.469,139.983,404386.0,1
0.594,0.454,5.0,-9.422,0.0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,318493.0,0
0.825,0.79,10.0,-7.859,0.0,0.187,0.262,0.000197,0.0972,0.961,160.028,237746.0,0
0.532,0.56,2.0,-5.452,0.0,0.0275,0.246,0.000169,0.127,0.131,79.961,167625.0,1
0.709,0.12,1.0,-23.007,1.0,0.53,0.465,0.0,0.174,0.488,128.314,183055.0,0
0.373,0.614,4.0,-10.784,1.0,0.0406,0.897,0.00124,0.0861,0.102,90.095,118361.0,0
0.433,0.758,2.0,-5.736,1.0,0.662,0.0409,2.64e-05,0.102,0.22,87.402,219428.0,1
0.538,0.652,6.0,-10.226,0.0,0.13,8.4e-05,0.133,0.544,0.0317,103.01,305893.0,0
0.41,0.325,7.0,-11.303,1.0,0.0305,0.685,0.0,0.12,0.359,113.353,238000.0,1
0.281,0.924,2.0,-7.093,1.0,0.0589,0.00465,0.87,0.311,0.107,130.641,213598.0,0
0.172,0.0701,8.0,-15.747,0.0,0.046,0.834,0.95,0.136,0.0505,119.596,377590.0,0
0.401,0.862,0.0,-6.717,1.0,0.0733,0.339,0.000262,0.347,0.491,119.859,466310.0,0
0.456,0.546,7.0,-11.191,1.0,0.0676,0.686,0.000199,0.133,0.55,79.195,303299.0,0
0.249,0.954,9.0,-3.262,0.0,0.0434,0.000125,2.92e-05,0.234,0.851,185.472,187800.0,0
0.23,0.255,1.0,-19.821,1.0,0.0458,0.189,0.839,0.11,0.0942,66.446,169320.0,0
0.823,0.576,10.0,-8.984,1.0,0.0684,0.196,6.66e-06,0.105,0.787,150.017,173292.0,0
0.646,0.807,4.0,-5.939,0.0,0.288,0.331,0.0,0.0685,0.658,97.37,265253.0,0
0.892,0.83,8.0,-3.346,1.0,0.281,0.00942,0.0,0.31,0.705,142.07,245087.0,0
0.274,0.239,2.0,-10.202,1.0,0.0291,0.647,6.53e-06,0.101,0.122,141.854,355653.0,0
0.572,0.916,1.0,-3.733,1.0,0.107,0.000588,0.00772,0.373,0.4,150.04,193669.0,0
0.698,0.674,3.0,-10.446,0.0,0.0365,0.197,0.0953,0.114,0.708,134.986,268960.0,0
0.431,0.877,8.0,-5.677,0.0,0.121,0.041,0.00128,0.114,0.484,159.897,195453.0,0
0.383,0.208,4.0,-13.747,1.0,0.0286,0.714,0.0,0.319,0.3,143.667,185000.0,0
0.785,0.259,1.0,-9.68,0.0,0.092,0.568,0.00412,0.111,0.206,104.018,196998.0,1
-1.0,-1.0,-1.0,-100000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8733.0,0
0.747,0.803,10.0,-7.601,0.0,0.0622,0.226,0.00504,0.0989,0.887,96.017,314267.0,0
0.742,0.865,7.0,-7.059,1.0,0.0535,0.135,0.638,0.339,0.875,109.985,95956.0,0
0.905,0.616,6.0,-7.842,0.0,0.0657,0.0534,0.000185,0.13,0.414,134.077,206429.0,1
0.836,0.719,7.0,-4.782,1.0,0.235,0.634,0.0,0.0494,0.865,125.011,263999.0,0
0.709,0.322,6.0,-15.032,0.0,0.121,0.635,0.000233,0.456,0.384,85.193,191882.0,0
0.475,0.855,6.0,-3.036,0.0,0.307,0.31,0.0,0.921,0.623,165.129,194218.0,1
0.626,0.398,7.0,-15.222,1.0,0.039,0.0602,0.247,0.0523,0.492,95.684,302306.0,0
0.385,0.96,6.0,-7.55,1.0,0.927,0.874,0.0,0.772,0.0974,81.143,358080.0,0
0.751,0.414,5.0,-11.214,0.0,0.0406,0.145,0.000123,0.0841,0.401,94.991,344816.0,0
0.655,0.715,7.0,-5.504,1.0,0.183,0.145,0.0,0.357,0.609,100.055,185045.0,0
0.748,0.208,0.0,-16.352,0.0,0.0862,0.611,1.97e-06,0.0958,0.487,107.033,203920.0,0
0.372,0.888,2.0,-5.88,1.0,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293.0,1
0.692,0.865,5.0,-6.365,0.0,0.0418,0.0359,1.76e-06,0.185,0.775,149.001,219107.0,0
0.0638,0.00328,7.0,-36.031,1.0,0.044,0.991,0.887,0.152,0.112,68.895,192000.0,1
0.44,0.742,4.0,-5.234,0.0,0.124,0.227,0.000159,0.399,0.368,129.169,323291.0,0
0.675,0.632,1.0,-10.583,1.0,0.0853,0.171,0.0,0.0923,0.41,90.068,281333.0,0
0.302,0.578,9.0,-4.132,1.0,0.033,0.676,4.21e-06,0.13,0.5,176.005,212000.0,0
0.145,0.0114,8.0,-37.291,1.0,0.0382,0.962,0.901,0.114,0.0362,71.013,170871.0,1
0.767,0.792,9.0,-7.58,0.0,0.348,0.475,1.27e-06,0.0593,0.8,154.096,346958.0,0
0.458,0.564,2.0,-7.693,1.0,0.036,0.384,0.0,0.247,0.147,181.949,271800.0,0
0.667,0.845,8.0,-4.142,0.0,0.296,0.114,0.0,0.753,0.731,85.091,173471.0,0
0.585,0.73,1.0,-4.038,0.0,0.0406,0.0171,0.0,0.0488,0.222,104.824,220746.0,0
0.595,0.451,5.0,-11.119,1.0,0.038,0.783,0.0453,0.168,0.649,85.005,300107.0,0
0.803,0.709,10.0,-8.164,0.0,0.327,0.0352,0.0,0.122,0.54,139.877,140591.0,1
0.708,0.784,11.0,-3.742,0.0,0.049,0.012,0.0,0.368,0.697,128.015,202859.0,0
0.789,0.652,4.0,-9.734,0.0,0.219,0.38,1.57e-06,0.091,0.0775,139.981,231857.0,1
0.544,0.817,9.0,-5.424,0.0,0.0873,0.484,0.0,0.204,0.412,124.976,256920.0,0
0.653,0.265,4.0,-12.324,0.0,0.0709,0.702,0.000215,0.0963,0.367,99.732,304653.0,0
0.635,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.014,220733.0,0
0.194,0.39,10.0,-18.538,1.0,0.0467,0.00296,0.76,0.0941,0.0306,100.946,363992.0,0
0.815,0.602,7.0,-10.192,0.0,0.196,0.3,0.00548,0.0737,0.805,109.704,251400.0,1
0.756,0.629,0.0,-8.176,0.0,0.0348,0.608,2.93e-05,0.0976,0.932,156.029,295333.0,0
0.588,0.827,10.0,-8.357,0.0,0.0531,0.0215,0.807,0.139,0.0407,150.008,391380.0,0
0.395,0.27,1.0,-10.672,1.0,0.0309,0.937,0.00249,0.111,0.314,120.94,304107.0,0
0.45,0.937,9.0,-3.589,0.0,0.0897,0.00032,0.0,0.234,0.174,118.026,254030.0,0
0.608,0.703,4.0,-7.167,1.0,0.0312,0.0432,0.0478,0.218,0.271,135.002,275979.0,0
0.726,0.889,7.0,-8.132,0.0,0.0437,0.0866,0.00305,0.0919,0.292,128.986,795967.0,0
0.862,0.564,2.0,-6.566,1.0,0.0425,0.278,0.0,0.0935,0.836,119.952,196133.0,1
0.533,0.864,6.0,-6.359,0.0,0.0448,0.00576,0.791,0.169,0.448,174.988,370000.0,0
0.889,0.628,3.0,-8.735,0.0,0.343,0.0892,0.000148,0.118,0.541,150.05,225600.0,0
0.521,0.495,5.0,-7.756,1.0,0.027,0.128,0.0,0.296,0.116,135.061,339196.0,0
0.519,0.397,2.0,-10.737,1.0,0.075,0.83,0.0,0.213,0.861,198.353,140133.0,0
0.692,0.889,6.0,-4.991,0.0,0.0442,0.0173,0.0,0.566,0.8,129.007,195693.0,0
0.627,0.518,8.0,-7.178,1.0,0.0286,0.436,0.0,0.128,0.337,95.991,200893.0,1
0.752,0.938,1.0,-4.08,0.0,0.0381,0.00455,0.00472,0.0855,0.967,119.322,230266.0,1
0.679,0.486,9.0,-17.631,0.0,0.0825,0.0108,3.23e-05,0.0948,0.734,155.977,381800.0,0
0.27,0.963,6.0,-4.584,0.0,0.117,0.00678,0.0209,0.0828,0.186,94.832,237586.0,0
0.49,0.288,0.0,-9.643,1.0,0.0289,0.833,2.52e-06,0.161,0.218,145.804,177534.0,0
0.605,0.935,8.0,-4.574,1.0,0.148,0.0471,0.0,0.309,0.461,96.997,224120.0,0
0.641,0.369,2.0,-7.514,0.0,0.0319,0.881,5.68e-06,0.109,0.387,115.968,239483.0,1
0.112,0.26,11.0,-12.923,1.0,0.0372,0.749,0.717,0.101,0.0325,73.009,222334.0,0
0.521,0.825,0.0,-4.678,0.0,0.0605,0.473,0.0254,0.373,0.64,82.535,81074.0,0
0.302,0.488,0.0,-10.712,1.0,0.0461,0.549,0.0384,0.801,0.217,81.361,346027.0,0
0.469,0.342,5.0,-16.694,0.0,0.0296,0.935,0.764,0.159,0.27,139.932,147920.0,0
0.451,0.866,11.0,-10.955,1.0,0.0456,0.000782,1.88e-05,0.155,0.915,183.839,103840.0,0
0.455,0.628,7.0,-6.253,1.0,0.0272,0.31,1.85e-06,0.223,0.402,160.0,177040.0,0
0.58,0.865,2.0,-4.966,0.0,0.0415,0.00826,0.000264,0.069,0.497,123.961,214500.0,0
0.787,0.741,1.0,-10.412,1.0,0.0555,0.0645,0.0,0.121,0.593,112.009,257573.0,0
0.797,0.812,0.0,-4.334,1.0,0.0414,0.00451,2.19e-06,0.0787,0.421,106.998,205880.0,0
0.602,0.861,9.0,-4.019,1.0,0.063,0.0243,0.0019,0.202,0.536,133.944,218346.0,0
0.682,0.681,10.0,-6.997,1.0,0.087,0.388,0.000138,0.385,0.516,87.469,145947.0,1
0.742,0.807,2.0,-5.315,0.0,0.265,0.196,0.000238,0.138,0.787,94.998,214282.0,0
0.278,0.999,0.0,-2.421,1.0,0.132,0.000879,0.896,0.357,0.225,200.03,185700.0,0
0.706,0.728,7.0,-3.602,1.0,0.0852,0.123,0.0,0.185,0.851,121.017,201600.0,1
0.662,0.941,3.0,-4.454,1.0,0.12,0.0633,1.6e-05,0.0812,0.963,147.293,235515.0,0
0.678,0.351,0.0,-8.654,1.0,0.0266,0.747,0.0,0.355,0.569,90.032,174174.0,1
0.736,0.336,0.0,-10.42,1.0,0.0314,0.77,0.0,0.136,0.72,128.276,150640.0,0
0.245,0.634,6.0,-11.566,1.0,0.0549,0.218,0.733,0.113,0.0366,150.527,443160.0,0
0.731,0.734,1.0,-7.693,1.0,0.035,0.00505,1.25e-05,0.404,0.751,124.957,174842.0,1
0.544,0.69,6.0,-5.723,0.0,0.0425,0.012,0.0095,0.0615,0.219,123.962,276146.0,1
0.681,0.881,9.0,-6.953,0.0,0.149,0.528,3.85e-05,0.285,0.807,85.021,245116.0,0
0.363,0.934,2.0,-5.034,1.0,0.0485,0.000341,0.777,0.329,0.132,173.965,251669.0,1
0.604,0.898,6.0,-2.495,0.0,0.284,0.0463,5.94e-06,0.262,0.511,112.135,211191.0,1
0.341,0.706,8.0,-4.967,0.0,0.0332,0.0397,1.13e-06,0.21,0.122,105.89,24024.0,0
0.506,0.951,5.0,-1.559,1.0,0.0758,0.148,0.0,0.705,0.324,144.889,298799.0,0
0.789,0.647,11.0,-5.105,1.0,0.036,0.547,0.000599,0.168,0.831,134.997,359210.0,0
0.559,0.64,0.0,-7.372,0.0,0.0454,0.645,0.000177,0.519,0.255,121.912,330510.0,0
0.805,0.654,9.0,-9.67,0.0,0.231,0.0754,0.000403,0.101,0.877,153.195,273228.0,0
0.576,0.449,1.0,-8.764,0.0,0.0287,0.085,0.0,0.119,0.0552,129.323,264173.0,1
0.497,0.747,11.0,-3.112,0.0,0.0894,0.0259,0.0,0.0697,0.355,140.81,191067.0,1
0.499,0.854,9.0,-4.644,0.0,0.146,0.00718,0.0,0.17,0.59,170.032,218442.0,0
0.359,0.573,9.0,-6.054,1.0,0.0326,0.665,0.000178,0.136,0.562,73.368,217200.0,0
0.845,0.648,9.0,-10.685,0.0,0.113,0.0386,0.0,0.223,0.794,113.086,221467.0,0
0.423,0.928,11.0,-2.322,1.0,0.0649,0.015,0.0,0.199,0.74,169.934,210848.0,0
0.529,0.739,7.0,-9.578,0.0,0.0718,0.0237,0.607,0.171,0.138,124.75,237546.0,1
0.67,0.638,3.0,-9.948,1.0,0.946,0.963,0.0,0.758,0.53,70.944,281368.0,0
0.705,0.881,9.0,-3.81,0.0,0.0498,0.0912,3.96e-06,0.127,0.888,167.829,157530.0,1
0.367,0.337,1.0,-9.857,1.0,0.0326,0.955,0.117,0.0869,0.283,181.868,192040.0,1
0.5,0.406,2.0,-8.67,0.0,0.0541,0.913,0.0651,0.365,0.512,104.886,198680.0,0
0.334,0.367,9.0,-10.719,1.0,0.0428,0.929,2.11e-06,0.114,0.344,172.116,253994.0,1
0.566,0.882,9.0,-5.879,0.0,0.0752,0.597,8.3e-05,0.107,0.937,112.603,292959.0,0
0.556,0.801,9.0,-2.945,0.0,0.0486,0.00902,1.19e-05,0.0924,0.458,149.977,266000.0,0
0.65,0.638,5.0,-8.007,0.0,0.299,0.0158,1.79e-06,0.378,0.688,180.274,66867.0,0
0.367,0.52,10.0,-7.902,0.0,0.0321,0.644,0.000142,0.194,0.389,94.822,183205.0,0
0.486,0.617,5.0,-7.115,0.0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373.0,0
0.542,0.314,5.0,-9.36,1.0,0.0297,0.744,0.0,0.106,0.485,110.959,239213.0,0
0.47,0.621,11.0,-7.369,0.0,0.062,0.59,0.0,0.127,0.618,117.952,213384.0,0
0.606,0.571,6.0,-6.418,1.0,0.0396,0.678,1.06e-06,0.393,0.739,159.979,312587.0,0
0.718,0.726,9.0,-6.566,1.0,0.195,0.472,0.0,0.2,0.317,115.989,306064.0,0
0.553,0.413,2.0,-10.035,1.0,0.0335,0.684,2.23e-06,0.0589,0.379,110.093,208978.0,0
0.559,0.881,4.0,-4.377,0.0,0.0758,0.000895,0.0,0.0839,0.653,134.9,173403.0,0
0.763,0.623,10.0,-5.971,0.0,0.285,0.0653,0.0,0.0282,0.8,105.963,198930.0,0
0.431,0.948,0.0,-1.844,1.0,0.113,0.0406,0.00641,0.313,0.477,169.821,260506.0,0
0.423,0.94,1.0,-4.012,0.0,0.0635,0.00166,0.0,0.178,0.505,149.934,206520.0,1
0.229,0.467,1.0,-8.258,0.0,0.0366,0.91,6.78e-05,0.161,0.0605,78.613,216413.0,0
0.803,0.733,2.0,-11.102,1.0,0.236,0.000537,0.00336,0.0638,0.498,138.024,187066.0,0
0.239,0.229,1.0,-19.128,1.0,0.0454,0.845,0.717,0.633,0.519,174.08,123533.0,0
0.571,0.496,8.0,-7.153,0.0,0.0281,0.431,0.0,0.401,0.604,109.941,205947.0,0
0.907,0.494,2.0,-9.039,1.0,0.0749,0.00787,0.0295,0.0927,0.666,129.991,293353.0,0
0.169,0.682,10.0,-32.25,0.0,0.0711,0.0893,0.96,0.418,0.00837,121.989,180549.0,0
0.696,0.746,1.0,-6.355,1.0,0.317,0.0336,0.0,0.0607,0.679,134.38,224293.0,0
0.628,0.877,0.0,-4.205,1.0,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408.0,1
0.848,0.821,2.0,-5.408,0.0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157444.0,1
0.635,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.014,220733.0,0
0.627,0.594,7.0,-8.306,1.0,0.0478,0.253,0.0,0.373,0.389,101.008,197093.0,0
0.318,0.765,0.0,-7.137,0.0,0.0403,0.00545,0.381,0.0981,0.196,110.012,234280.0,0
0.759,0.938,11.0,-5.387,1.0,0.125,0.142,3.31e-06,0.399,0.798,92.042,294505.0,0
0.578,0.962,8.0,-2.645,1.0,0.0511,0.00629,0.0403,0.276,0.0335,150.059,185600.0,1
0.576,0.631,6.0,-8.292,1.0,0.0554,0.0551,0.922,0.0885,0.574,116.467,249947.0,0
0.375,0.27,5.0,-15.536,0.0,0.0451,0.472,0.27,0.481,0.038,105.191,245304.0,0
0.713,0.616,4.0,-6.924,1.0,0.0384,0.658,0.0,0.088,0.925,135.986,193306.0,0
0.728,0.801,6.0,-4.428,0.0,0.0439,0.04,0.0,0.0415,0.656,123.953,190821.0,0
0.567,0.517,8.0,-7.548,1.0,0.0708,0.000292,0.0,0.141,0.627,179.959,177220.0,1
0.52,0.619,4.0,-4.85,0.0,0.0427,0.591,3.55e-05,0.121,0.367,137.882,281373.0,1
0.385,0.95,0.0,-6.177,1.0,0.0574,0.00451,0.0,0.332,0.748,114.321,74840.0,0
0.849,0.178,5.0,-14.839,0.0,0.0619,0.236,0.459,0.0756,0.317,135.335,238737.0,1
0.539,0.753,2.0,-6.651,1.0,0.0338,0.000814,4.46e-06,0.167,0.647,186.144,252266.0,0
0.506,0.93,4.0,-3.499,1.0,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427.0,1
0.786,0.493,0.0,-7.422,1.0,0.0609,0.574,0.000699,0.101,0.678,139.886,219480.0,0
0.472,0.774,2.0,-8.276,1.0,0.0293,2.32e-05,0.021,0.124,0.646,123.245,205266.0,0
0.255,0.225,5.0,-11.435,1.0,0.0322,0.0102,0.0263,0.209,0.23,88.717,32280.0,0
0.773,0.575,2.0,-12.51,1.0,0.0433,0.000446,0.87,0.0545,0.127,132.014,315481.0,0
0.411,0.443,8.0,-8.237,1.0,0.0367,0.987,0.0638,0.142,0.364,137.253,76946.0,0
0.706,0.956,1.0,-5.456,1.0,0.0431,0.0211,0.026,0.037,0.939,124.015,209879.0,0
0.172,0.0645,4.0,-29.127,0.0,0.0472,0.989,0.00256,0.131,0.101,74.581,194000.0,0
0.386,0.583,9.0,-5.216,1.0,0.0374,0.235,0.896,0.112,0.372,159.939,189003.0,1
0.709,0.372,2.0,-16.478,1.0,0.0526,0.652,0.415,0.129,0.832,78.53,223266.0,0
0.884,0.769,11.0,-9.475,1.0,0.0974,0.0423,0.000287,0.0653,0.59,104.997,334467.0,0
0.713,0.553,8.0,-6.461,0.0,0.299,0.153,0.0,0.407,0.408,79.929,91500.0,0
0.725,0.431,1.0,-5.988,0.0,0.0707,0.00113,0.0,0.14,0.199,174.083,250027.0,1
0.37,0.631,9.0,-12.23,1.0,0.0919,0.168,0.169,0.104,0.506,182.032,322693.0,0
0.513,0.741,5.0,-8.182,1.0,0.278,0.821,0.0101,0.105,0.505,77.5,292293.0,0
0.702,0.69,10.0,-5.98,1.0,0.0373,0.447,0.0,0.131,0.764,93.619,228250.0,0
0.649,0.685,7.0,-7.208,1.0,0.0432,0.57,0.000578,0.252,0.13,100.039,449893.0,0
0.421,0.653,9.0,-4.85,0.0,0.398,0.0135,0.0,0.114,0.733,78.6,175424.0,1
0.453,0.994,7.0,-2.188,1.0,0.929,0.808,0.0,0.847,0.0947,53.356,579346.0,0
0.84,0.914,11.0,-3.916,0.0,0.0613,0.0958,0.0,0.115,0.651,104.019,276153.0,0
0.589,0.79,6.0,-4.033,0.0,0.131,0.108,0.0,0.164,0.56,146.336,187749.0,1
0.68,0.584,8.0,-4.457,1.0,0.034,0.443,0.0,0.0628,0.239,118.06,188369.0,1
0.826,0.538,2.0,-7.717,1.0,0.0361,0.39,0.228,0.163,0.344,115.99,196000.0,1
0.622,0.893,7.0,-8.146,0.0,0.0462,0.0926,0.914,0.1,0.275,132.015,347893.0,0
0.581,0.301,9.0,-13.45,1.0,0.0903,0.958,0.0,0.14,0.824,151.157,175373.0,0
0.705,0.825,9.0,-2.927,1.0,0.215,0.00933,0.00511,0.221,0.269,129.855,202615.0,1
0.46,0.581,2.0,-6.705,1.0,0.0373,0.744,0.0,0.601,0.82,128.819,109280.0,0
0.501,0.777,7.0,-6.267,1.0,0.0469,0.686,0.0,0.365,0.903,95.941,283441.0,0
0.679,0.762,10.0,-4.253,0.0,0.0316,0.00469,0.23,0.0446,0.511,105.407,357936.0,1
0.795,0.974,0.0,-2.418,1.0,0.0778,0.029,0.0,0.611,0.935,137.957,207301.0,0
0.67,0.518,7.0,-7.53,1.0,0.0278,0.538,0.0,0.111,0.195,112.006,272973.0,1
0.555,0.658,5.0,-3.866,1.0,0.0541,0.793,0.0,0.118,0.937,184.835,144226.0,1
0.44,0.993,1.0,-1.115,0.0,0.141,0.000176,0.00123,0.33,0.178,170.196,157411.0,1
0.597,0.927,1.0,-5.194,1.0,0.897,0.79,0.0,0.662,0.499,91.95,335520.0,0
0.763,0.702,7.0,-5.992,1.0,0.0806,0.567,0.0,0.078,0.601,120.414,151586.0,0
0.363,0.735,1.0,-3.857,1.0,0.0428,0.0014,0.000119,0.13,0.0721,145.556,295890.0,1
0.461,0.39,7.0,-10.973,0.0,0.0385,0.577,7.04e-06,0.12,0.498,172.044,222733.0,0
0.7,0.827,3.0,-4.822,1.0,0.0414,0.464,0.000211,0.66,0.546,113.981,185387.0,0
0.563,0.783,10.0,-7.121,0.0,0.281,0.00836,3.97e-06,0.319,0.9,90.118,197347.0,1
0.516,0.459,11.0,-10.234,1.0,0.163,0.528,1.39e-05,0.117,0.184,80.963,136760.0,1
0.755,0.66,10.0,-6.014,0.0,0.0432,0.00176,0.0,0.111,0.221,144.004,162000.0,0
0.69,0.13,5.0,-21.901,0.0,0.57,0.559,0.0,0.129,0.497,101.042,182393.0,0
0.703,0.609,11.0,-7.3,0.0,0.0444,0.111,0.0,0.0515,0.696,89.929,181514.0,1
0.393,0.888,1.0,-2.998,1.0,0.103,0.0201,7.92e-06,0.961,0.529,140.001,237893.0,0
0.804,0.545,1.0,-9.659,1.0,0.0817,0.627,0.000481,0.123,0.963,115.356,102853.0,0
0.465,0.546,7.0,-4.232,1.0,0.0327,0.493,0.0,0.132,0.303,89.99,264925.0,0
0.7,0.601,9.0,-8.37,1.0,0.0396,0.689,0.0,0.199,0.964,143.959,213746.0,0
0.552,0.927,6.0,-4.792,0.0,0.0449,0.00655,0.82,0.308,0.543,126.07,167619.0,0
0.654,0.921,8.0,-2.638,1.0,0.064,0.0208,5.19e-06,0.174,0.698,109.986,214680.0,0
0.724,0.615,11.0,-6.989,1.0,0.0511,0.708,0.0,0.106,0.441,127.99,212787.0,0
0.435,0.666,0.0,-8.122,1.0,0.089,0.761,0.0,0.326,0.722,111.044,182893.0,0
0.703,0.588,6.0,-7.765,1.0,0.126,0.199,0.0,0.13,0.768,75.12,203200.0,0
0.688,0.472,10.0,-9.022,0.0,0.0458,0.0155,0.0898,0.245,0.489,79.466,216747.0,0
0.55,0.678,4.0,-7.009,0.0,0.0448,0.000278,0.00119,0.112,0.157,102.25,147609.0,0
0.193,0.0429,0.0,-29.573,0.0,0.0464,0.965,0.565,0.128,0.0287,69.188,69827.0,0
0.357,0.483,5.0,-9.188,1.0,0.0415,0.854,0.916,0.196,0.0359,140.329,87400.0,0
0.535,0.47,4.0,-16.016,0.0,0.0366,0.863,0.00954,0.724,0.431,111.975,204640.0,0
0.509,0.955,6.0,-6.255,1.0,0.156,0.0341,4.03e-06,0.0736,0.41,134.763,121982.0,0
0.377,0.981,5.0,-3.091,1.0,0.0894,9e-05,0.00119,0.351,0.472,172.068,205145.0,0
0.654,0.884,8.0,-8.366,1.0,0.0299,0.0606,2.49e-06,0.318,0.966,124.869,207266.0,0
0.49,0.828,1.0,-4.374,1.0,0.0379,0.0265,0.0,0.149,0.31,170.049,228705.0,0
0.707,0.843,6.0,-4.036,0.0,0.0779,0.0268,0.0,0.374,0.766,100.021,205200.0,0
0.327,0.123,0.0,-17.01,1.0,0.0419,0.699,0.899,0.0526,0.157,131.676,245667.0,0
0.806,0.652,1.0,-4.761,0.0,0.0386,0.341,0.0,0.091,0.808,128.0,231900.0,1
0.384,0.612,0.0,-13.98,1.0,0.0728,0.0858,0.854,0.175,0.0569,139.54,142947.0,0
0.658,0.815,3.0,-2.141,0.0,0.14,0.214,1.24e-06,0.126,0.818,91.041,149053.0,1
0.794,0.551,0.0,-14.607,1.0,0.0498,0.206,1.01e-05,0.289,0.91,105.547,227867.0,0
0.748,0.631,10.0,-7.494,0.0,0.0847,0.0122,0.812,0.0986,0.615,89.993,131250.0,0
0.659,0.696,4.0,-6.084,1.0,0.0705,0.284,0.0,0.309,0.918,164.917,355091.0,0
0.749,0.759,7.0,-8.065,0.0,0.0451,0.00453,0.0,0.202,0.584,110.004,248364.0,1
0.567,0.211,0.0,-9.975,1.0,0.0315,0.952,5.24e-05,0.275,0.289,134.019,185586.0,0
0.291,0.755,5.0,-4.95,0.0,0.05,0.0621,0.0,0.0836,0.457,145.343,242453.0,0
0.735,0.679,7.0,-7.524,1.0,0.0572,0.498,2.23e-05,0.303,0.799,86.302,310936.0,0
0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,0
0.74,0.303,3.0,-8.612,1.0,0.117,0.835,0.0,0.0782,0.819,91.958,213933.0,1
0.671,0.555,7.0,-5.422,0.0,0.0385,0.357,0.0,0.564,0.643,75.029,105500.0,0
0.77,0.654,4.0,-6.108,1.0,0.0361,0.0539,0.00047,0.0819,0.685,114.82,229423.0,1
0.734,0.851,9.0,-9.53,1.0,0.063,0.292,0.0003,0.0833,0.641,123.0,245200.0,0
0.628,0.517,7.0,-8.98,0.0,0.0254,0.282,2.04e-05,0.207,0.334,82.192,219680.0,0
0.711,0.378,11.0,-14.245,1.0,0.13,0.845,0.0,0.446,0.539,82.356,146866.0,0
